1,1,0
1,2,0
1,3,0
1,4,1
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,1
1,14,1
1,15,1
1,16,0
1,17,0
1,18,0
1,19,0
1,20,0
1,21,0
1,22,0
1,23,1
1,24,1
1,25,0
1,26,0
1,27,0
1,28,0
1,29,0
1,30,1
1,31,0
1,32,0
1,33,0
1,34,0
1,35,0
1,36,0
1,37,0
1,38,0
1,39,1
1,40,0
1,41,0
1,42,0
1,43,1
1,44,0
1,45,1
1,46,1
1,47,1
1,48,0
1,49,0
1,50,0
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,0
2,7,0
2,8,0
2,9,1
2,10,0
2,11,0
2,12,1
2,13,0
2,14,0
2,15,0
2,16,1
2,17,0
2,18,0
2,19,0
2,20,0
2,21,0
2,22,1
2,23,0
2,24,1
2,25,1
2,26,0
2,27,0
2,28,1
2,29,0
2,30,0
2,31,1
2,32,1
2,33,0
2,34,0
2,35,0
2,36,1
2,37,1
2,38,0
2,39,0
2,40,0
2,41,1
2,42,1
2,43,1
2,44,1
2,45,1
2,46,1
2,47,0
2,48,0
2,49,1
2,50,1
3,1,0
3,2,0
3,3,0
3,4,0
3,5,1
3,6,0
3,7,0
3,8,0
3,9,0
3,10,0
3,11,1
3,12,0
3,13,1
3,14,1
3,15,0
3,16,0
3,17,1
3,18,0
3,19,0
3,20,1
3,21,1
3,22,1
3,23,1
3,24,0
3,25,0
3,26,0
3,27,0
3,28,1
3,29,0
3,30,1
3,31,0
3,32,1
3,33,0
3,34,0
3,35,1
3,36,1
3,37,1
3,38,1
3,39,1
3,40,0
3,41,1
3,42,1
3,43,1
3,44,0
3,45,1
3,46,1
3,47,1
3,48,0
3,49,1
3,50,1
4,1,1
4,2,0
4,3,0
4,4,0
4,5,0
4,6,1
4,7,0
4,8,0
4,9,0
4,10,1
4,11,1
4,12,1
4,13,0
4,14,1
4,15,1
4,16,0
4,17,0
4,18,0
4,19,0
4,20,1
4,21,0
4,22,0
4,23,0
4,24,1
4,25,0
4,26,1
4,27,1
4,28,0
4,29,0
4,30,0
4,31,0
4,32,1
4,33,1
4,34,1
4,35,0
4,36,1
4,37,1
4,38,1
4,39,1
4,40,1
4,41,1
4,42,1
4,43,1
4,44,0
4,45,1
4,46,1
4,47,1
4,48,1
4,49,1
4,50,1
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,1
5,9,0
5,10,0
5,11,0
5,12,0
5,13,1
5,14,0
5,15,1
5,16,1
5,17,0
5,18,1
5,19,1
5,20,1
5,21,1
5,22,1
5,23,0
5,24,1
5,25,1
5,26,0
5,27,1
5,28,1
5,29,0
5,30,1
5,31,0
5,32,0
5,33,1
5,34,1
5,35,1
5,36,0
5,37,1
5,38,1
5,39,1
5,40,1
5,41,1
5,42,1
5,43,0
5,44,1
5,45,0
5,46,1
5,47,1
5,48,1
5,49,1
5,50,1
6,1,1
6,2,0
6,3,0
6,4,0
6,5,0
6,6,1
6,7,0
6,8,0
6,9,1
6,10,1
6,11,0
6,12,0
6,13,0
6,14,1
6,15,0
6,16,0
6,17,0
6,18,1
6,19,1
6,20,0
6,21,0
6,22,0
6,23,1
6,24,1
6,25,0
6,26,1
6,27,1
6,28,0
6,29,0
6,30,0
6,31,1
6,32,1
6,33,1
6,34,1
6,35,1
6,36,1
6,37,1
6,38,1
6,39,1
6,40,1
6,41,1
6,42,1
6,43,1
6,44,1
6,45,1
6,46,1
6,47,1
6,48,1
6,49,1
6,50,1
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,1
7,7,0
7,8,1
7,9,0
7,10,0
7,11,0
7,12,0
7,13,1
7,14,1
7,15,1
7,16,1
7,17,1
7,18,0
7,19,0
7,20,0
7,21,1
7,22,1
7,23,1
7,24,1
7,25,1
7,26,1
7,27,1
7,28,1
7,29,0
7,30,1
7,31,1
7,32,1
7,33,0
7,34,1
7,35,0
7,36,1
7,37,1
7,38,1
7,39,1
7,40,1
7,41,1
7,42,1
7,43,1
7,44,1
7,45,1
7,46,1
7,47,1
7,48,1
7,49,1
7,50,1
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,1
8,7,0
8,8,0
8,9,0
8,10,1
8,11,0
8,12,1
8,13,0
8,14,1
8,15,0
8,16,1
8,17,0
8,18,1
8,19,1
8,20,0
8,21,1
8,22,1
8,23,1
8,24,1
8,25,1
8,26,1
8,27,0
8,28,1
8,29,1
8,30,0
8,31,1
8,32,1
8,33,1
8,34,1
8,35,1
8,36,1
8,37,0
8,38,1
8,39,1
8,40,1
8,41,1
8,42,1
8,43,1
8,44,1
8,45,1
8,46,1
8,47,1
8,48,0
8,49,1
8,50,1
